1	1	0
2	2	28
3	3	84
4	4	112
5	5	168
6	6	196
7	7	252
8	8	280
9	1	650
10	3	726
11	5	807
12	7	883
13	8	941
14	6	1014
15	4	1092
16	2	1165
17	1	1254
18	3	1350
19	5	1431
20	7	1507
21	8	1565
22	6	1638
23	4	1716
24	2	1789
25	1	1858
26	3	1974
27	5	2055
28	7	2131
29	8	2189
30	6	2262
31	4	2340
32	2	2413
33	1	2474
34	3	2598
35	5	2679
36	7	2755
37	8	2813
38	6	2886
39	4	2964
40	2	3037
41	1	3098
42	3	3222
43	5	3303
44	7	3379
45	8	3437
46	6	3510
47	4	3588
48	2	3661
49	1	3722
50	3	3846
51	5	3927
52	7	4003
53	8	4061
54	6	4134
55	4	4212
56	2	4285
57	1	4346
58	3	4470
59	5	4551
60	7	4627
61	8	4685
62	6	4758
63	4	4836
64	2	4909
65	1	4970
66	3	5094
67	5	5175
68	7	5251
69	8	5309
70	6	5382
71	4	5460
72	2	5533
73	1	5594
74	3	5718
75	5	5799
76	7	5875
77	8	5933
78	6	6006
79	4	6084
80	2	6157
81	1	6218
82	3	6342
83	5	6423
84	7	6499
85	8	6557
86	6	6630
87	4	6708
88	2	6781
89	1	6842
90	3	6966
91	5	7047
92	7	7123
93	8	7181
94	6	7254
95	4	7332
96	2	7405
97	1	7466
98	3	7590
99	5	7671
100	7	7747
101	8	7805
102	6	7878
103	4	7956
104	2	8029
105	1	8090
106	3	8214
107	5	8295
108	7	8371
109	8	8429
110	6	8502
111	4	8580
112	2	8653
113	1	8714
114	3	8838
115	5	8919
116	7	8995
117	8	9053
118	6	9126
119	4	9204
120	2	9277
121	1	9338
122	3	9462
123	5	9543
124	7	9619
125	8	9677
126	6	9750
127	4	9828
128	2	9901
129	1	9962
130	3	10086
131	5	10167
132	7	10243
133	8	10301
134	6	10374
135	4	10452
136	2	10525
137	1	10586
138	3	10710
139	5	10791
140	7	10867
141	8	10925
142	6	10998
143	4	11076
144	2	11149
145	1	11210
146	3	11334
147	5	11415
148	7	11491
149	8	11549
150	6	11622
151	4	11700
152	2	11773
153	1	11834
154	3	11958
155	5	12039
156	7	12115
157	8	12173
158	6	12246
159	4	12324
160	2	12397
161	1	12458
162	3	12582
163	5	12663
164	7	12739
165	8	12797
166	6	12870
167	4	12948
168	2	13021
169	1	13082
170	3	13206
171	5	13287
172	7	13363
173	8	13421
174	6	13494
175	4	13572
176	2	13645
177	1	13706
178	3	13830
179	5	13911
180	7	13987
181	8	14045
182	6	14118
183	4	14196
184	2	14269
185	1	14330
186	3	14454
187	5	14535
188	7	14611
189	8	14669
190	6	14742
191	4	14820
192	2	14893
193	1	14954
194	3	15078
195	5	15159
196	7	15235
197	8	15293
198	6	15366
199	4	15444
200	2	15517
201	1	15578
202	3	15702
203	5	15783
204	7	15859
205	8	15917
206	6	15990
207	4	16068
208	2	16141
209	1	16202
210	3	16326
211	5	16407
212	7	16483
213	8	16541
214	6	16614
215	4	16692
216	2	16765
217	1	16826
218	3	16950
219	5	17031
220	7	17107
221	8	17165
222	6	17238
223	4	17316
224	2	17389
225	1	17450
226	3	17574
227	5	17655
228	7	17731
229	8	17789
230	6	17862
231	4	17940
232	2	18013
233	1	18074
234	3	18198
235	5	18279
236	7	18355
237	8	18413
238	6	18486
239	4	18564
240	2	18637
241	1	18698
242	3	18822
243	5	18903
244	7	18979
245	8	19037
246	6	19110
247	4	19188
248	2	19261
249	1	19322
250	3	19446
251	5	19527
252	7	19603
253	8	19661
254	6	19734
255	4	19812
256	2	19885
257	1	19946
258	3	20070
259	5	20151
260	7	20227
261	8	20285
262	6	20358
263	4	20436
264	2	20509
265	1	20570
266	3	20694
267	5	20775
268	7	20851
269	8	20909
270	6	20982
271	4	21060
272	2	21133
273	1	21194
274	3	21318
275	5	21399
276	7	21475
277	8	21533
278	6	21606
279	4	21684
280	2	21757
281	1	21818
282	3	21942
283	5	22023
284	7	22099
285	8	22157
286	6	22230
287	4	22308
288	2	22381
289	1	22442
290	3	22566
291	5	22647
292	7	22723
293	8	22781
294	6	22854
295	4	22932
296	2	23005
297	1	23066
298	3	23190
299	5	23271
300	7	23347
301	8	23405
302	6	23478
303	4	23556
304	2	23629
305	1	23690
306	3	23814
307	5	23895
308	7	23971
309	8	24029
310	6	24102
311	4	24180
312	2	24253
313	1	24314
314	3	24438
315	5	24519
316	7	24595
317	8	24653
318	6	24726
319	4	24804
320	2	24877
321	1	24938
322	3	25062
323	5	25143
324	7	25219
325	8	25277
326	6	25350
327	4	25428
328	2	25501
329	1	25562
330	3	25686
331	5	25767
332	7	25843
333	8	25901
334	6	25974
335	4	26052
336	2	26125
337	1	26186
338	3	26310
339	5	26391
340	7	26467
341	8	26525
342	6	26598
343	4	26676
344	2	26749
345	1	26810
346	3	26934
347	5	27015
348	7	27091
349	8	27149
350	6	27222
351	4	27300
352	2	27373
353	1	27434
354	3	27558
355	5	27639
356	7	27715
357	8	27773
358	6	27846
359	4	27924
360	2	27997
361	1	28058
362	3	28182
363	5	28263
364	7	28339
365	8	28397
366	6	28470
367	4	28548
368	2	28621
369	1	28682
370	3	28806
371	5	28887
372	7	28963
373	8	29021
374	6	29094
375	4	29172
376	2	29245
377	1	29306
